,Parabacteroides distasonis ATCC 8503_0.01.pkl,Bifidobacterium longum strain DSM 20219_0.01.pkl,Ruminococcus gnavus ATCC 29149_0.01.pkl,Bacteroides vulgatus ATCC 8482_0.01.pkl,Lactococcus lactis subsp. lactis Il1403_0.01.pkl
B. longum subsp. longum_gapfilled_21,,"{'EX_cpd00224_e': 0.009059187529842362, 'EX_cpd00027_e': 0.009059187530520726, 'EX_cpd01171_e': 0.009059187530512769, 'EX_cpd00154_e': 0.009059187530512769, 'EX_cpd00309_e': 0.009059187530477441, 'EX_cpd00108_e': 0.009059187530512769, 'EX_cpd00039_e': 0.009059187530512769, 'EX_cpd00011_e': 0.009059187530512769, 'EX_cpd00322_e': 0.009059187530512769, 'EX_cpd00111_e': 0.009059187530512769, 'EX_cpd00028_e': 0.009059187530512769, 'EX_cpd00066_e': 0.009059187530512769, 'EX_cpd01188_e': 0.009059187530512769, 'EX_cpd00357_e': 0.009059187529906393, 'EX_cpd00136_e': 0.009059187530512769, 'EX_cpd03847_e': 0.009059187530512769, 'EX_cpd01080_e': 0.009059187530512769, 'EX_cpd00010_e': 0.009059187530512769, 'EX_cpd00264_e': 0.009059187530512769, 'EX_cpd11606_e': 0.009059187530512769, 'EX_cpd00069_e': 0.009059187530512769, 'EX_cpd00060_e': 0.009059187530512769, 'EX_cpd00305_e': 0.009059187530512769, 'EX_cpd00129_e': 0.009059187530512769}",,,
B. longum subsp. longum_gapfilled_22,,"{'EX_cpd00224_e': 0.010066024050660314, 'EX_cpd00027_e': 0.01006602405066278, 'EX_cpd01171_e': 0.010066024050660302, 'EX_cpd00154_e': 0.010066024050660302, 'EX_cpd00309_e': 0.010066024050660302, 'EX_cpd00108_e': 0.010066024050660302, 'EX_cpd00039_e': 0.010066024050660302, 'EX_cpd00011_e': 0.010066024050660302, 'EX_cpd00322_e': 0.010066024050660302, 'EX_cpd00111_e': 0.010066024050660302, 'EX_cpd00028_e': 0.010066024050660302, 'EX_cpd00066_e': 0.010066024050660302, 'EX_cpd01188_e': 0.010066024050660302, 'EX_cpd00357_e': 0.010066024050660307, 'EX_cpd00136_e': 0.010066024050660302, 'EX_cpd03847_e': 0.010066024050660302, 'EX_cpd01080_e': 0.010066024050660302, 'EX_cpd00010_e': 0.010066024050660302, 'EX_cpd00264_e': 0.010066024050660302, 'EX_cpd11606_e': 0.010066024050660302, 'EX_cpd00069_e': 0.010066024050660302, 'EX_cpd00060_e': 0.010066024050660302, 'EX_cpd00305_e': 0.010066024050660302, 'EX_cpd00129_e': 0.010066024050660302}",,,
B. longum subsp. longum_gapfilled_23,,"{'EX_cpd00224_e': 0.009444112506653626, 'EX_cpd00027_e': 0.00944411250663046, 'EX_cpd01171_e': 0.00944411250663046, 'EX_cpd00154_e': 0.00944411250663046, 'EX_cpd00309_e': 0.00944411250663046, 'EX_cpd00108_e': 0.00944411250663046, 'EX_cpd00039_e': 0.00944411250663046, 'EX_cpd00011_e': 0.00944411250663046, 'EX_cpd00322_e': 0.00944411250663046, 'EX_cpd00111_e': 0.00944411250663046, 'EX_cpd00028_e': 0.00944411250663046, 'EX_cpd00066_e': 0.00944411250663046, 'EX_cpd01188_e': 0.00944411250663046, 'EX_cpd00357_e': 0.00944411250663046, 'EX_cpd00136_e': 0.00944411250663046, 'EX_cpd03847_e': 0.00944411250663046, 'EX_cpd01080_e': 0.00944411250663046, 'EX_cpd00010_e': 0.00944411250663046, 'EX_cpd00264_e': 0.00944411250663046, 'EX_cpd11606_e': 0.00944411250663046, 'EX_cpd00069_e': 0.00944411250663046, 'EX_cpd00060_e': 0.00944411250663046, 'EX_cpd00305_e': 0.00944411250663046, 'EX_cpd00129_e': 0.00944411250663046}",,,
B. longum subsp. longum_gapfilled_24,,"{'EX_cpd00224_e': 0.009109108920298006, 'EX_cpd00027_e': 0.009109108920279505, 'EX_cpd01171_e': 0.009109108920279505, 'EX_cpd00154_e': 0.009109108920279505, 'EX_cpd00309_e': 0.009109108920279505, 'EX_cpd00108_e': 0.009109108920279505, 'EX_cpd00039_e': 0.009109108920279505, 'EX_cpd00011_e': 0.009109108920279505, 'EX_cpd00322_e': 0.009109108920279505, 'EX_cpd00111_e': 0.009109108920279505, 'EX_cpd00028_e': 0.009109108920279505, 'EX_cpd00066_e': 0.009109108920279505, 'EX_cpd01188_e': 0.009109108920279505, 'EX_cpd00357_e': 0.009109108920018134, 'EX_cpd00136_e': 0.009109108920279505, 'EX_cpd03847_e': 0.009109108920279505, 'EX_cpd01080_e': 0.009109108920279505, 'EX_cpd00010_e': 0.009109108920279505, 'EX_cpd00264_e': 0.009109108920279505, 'EX_cpd11606_e': 0.009109108920279505, 'EX_cpd00069_e': 0.009109108920279505, 'EX_cpd00060_e': 0.009109108920279505, 'EX_cpd00305_e': 0.009109108920279505, 'EX_cpd00129_e': 0.009109108920279505}",,,
B. longum subsp. longum_gapfilled_25,,"{'EX_cpd00224_e': 0.009519721335344391, 'EX_cpd00027_e': 0.009519721335383405, 'EX_cpd01171_e': 0.009519721335515404, 'EX_cpd00154_e': 0.009519721335515404, 'EX_cpd00309_e': 0.00951972133550366, 'EX_cpd00108_e': 0.009519721335509296, 'EX_cpd00039_e': 0.009519721335509296, 'EX_cpd00011_e': 0.009519721335509296, 'EX_cpd00322_e': 0.009519721335509296, 'EX_cpd00111_e': 0.009519721335509296, 'EX_cpd00028_e': 0.009519721335509296, 'EX_cpd00066_e': 0.009519721335509296, 'EX_cpd01188_e': 0.009519721335509296, 'EX_cpd00357_e': 0.00951972133552951, 'EX_cpd00136_e': 0.009519721335509296, 'EX_cpd03847_e': 0.009519721335509296, 'EX_cpd01080_e': 0.009519721335509296, 'EX_cpd00010_e': 0.009519721335509296, 'EX_cpd00264_e': 0.009519721335509296, 'EX_cpd11606_e': 0.009519721335509296, 'EX_cpd00069_e': 0.009519721335509296, 'EX_cpd00060_e': 0.009519721335509296, 'EX_cpd00305_e': 0.009519721335509296, 'EX_cpd00129_e': 0.009519721335509296}",,,
B. longum subsp. longum_gapfilled_26,,"{'EX_cpd00224_e': 0.009419358691794303, 'EX_cpd00027_e': 0.00941935869179434, 'EX_cpd01171_e': 0.009419358691794336, 'EX_cpd00154_e': 0.009419358691794336, 'EX_cpd00309_e': 0.009419358691794336, 'EX_cpd00108_e': 0.009419358691794336, 'EX_cpd00039_e': 0.009419358691794336, 'EX_cpd00011_e': 0.009419358691794336, 'EX_cpd00322_e': 0.009419358691794336, 'EX_cpd00111_e': 0.009419358691794336, 'EX_cpd00028_e': 0.009419358691794336, 'EX_cpd00066_e': 0.009419358691794336, 'EX_cpd01188_e': 0.009419358691794336, 'EX_cpd00357_e': 0.009419358691794333, 'EX_cpd00136_e': 0.009419358691794336, 'EX_cpd03847_e': 0.009419358691794336, 'EX_cpd01080_e': 0.009419358691794336, 'EX_cpd00010_e': 0.009419358691794336, 'EX_cpd00264_e': 0.009419358691794336, 'EX_cpd11606_e': 0.009419358691794336, 'EX_cpd00069_e': 0.009419358691794336, 'EX_cpd00060_e': 0.009419358691794336, 'EX_cpd00305_e': 0.009419358691794336, 'EX_cpd00129_e': 0.009419358691794336}",,,
B. longum subsp. longum_gapfilled_27,,"{'EX_cpd00224_e': 0.009129668754935963, 'EX_cpd00027_e': 0.009129668754845614, 'EX_cpd01171_e': 0.009129668754837327, 'EX_cpd00154_e': 0.009129668754837327, 'EX_cpd00309_e': 0.009129668754971792, 'EX_cpd00108_e': 0.009129668754953118, 'EX_cpd00039_e': 0.009129668754953118, 'EX_cpd00011_e': 0.009129668754953118, 'EX_cpd00322_e': 0.009129668754953118, 'EX_cpd00111_e': 0.009129668754953118, 'EX_cpd00028_e': 0.009129668754953118, 'EX_cpd00066_e': 0.009129668754953118, 'EX_cpd01188_e': 0.009129668754953118, 'EX_cpd00357_e': 0.009129668754863056, 'EX_cpd00136_e': 0.009129668754953118, 'EX_cpd03847_e': 0.009129668754953118, 'EX_cpd01080_e': 0.009129668754953118, 'EX_cpd00010_e': 0.009129668754953118, 'EX_cpd00264_e': 0.009129668754953118, 'EX_cpd11606_e': 0.009129668754953118, 'EX_cpd00069_e': 0.009129668754953118, 'EX_cpd00060_e': 0.009129668754953118, 'EX_cpd00305_e': 0.009129668754953118, 'EX_cpd00129_e': 0.009129668754953118}",,,
B. longum subsp. longum_gapfilled_28,,"{'EX_cpd00224_e': 0.009038943561583876, 'EX_cpd00027_e': 0.0090389435628901, 'EX_cpd01171_e': 0.00903894356289121, 'EX_cpd00154_e': 0.00903894356289121, 'EX_cpd00309_e': 0.00903894356288831, 'EX_cpd00108_e': 0.009038943562891212, 'EX_cpd00039_e': 0.009038943562891212, 'EX_cpd00011_e': 0.009038943562891212, 'EX_cpd00322_e': 0.009038943562891212, 'EX_cpd00111_e': 0.009038943562891212, 'EX_cpd00028_e': 0.009038943562891212, 'EX_cpd00066_e': 0.009038943562891212, 'EX_cpd01188_e': 0.009038943562891212, 'EX_cpd00357_e': 0.009038943563083587, 'EX_cpd00136_e': 0.009038943562891212, 'EX_cpd03847_e': 0.009038943562891212, 'EX_cpd01080_e': 0.009038943562891212, 'EX_cpd00010_e': 0.009038943562891212, 'EX_cpd00264_e': 0.009038943562891212, 'EX_cpd11606_e': 0.009038943562891212, 'EX_cpd00069_e': 0.009038943562891212, 'EX_cpd00060_e': 0.009038943562891212, 'EX_cpd00305_e': 0.009038943562891212, 'EX_cpd00129_e': 0.009038943562891212}",,,
B. longum subsp. longum_gapfilled_29,,"{'EX_cpd00224_e': 0.009109108920238612, 'EX_cpd00027_e': 0.009109108920261821, 'EX_cpd01171_e': 0.009109108920235068, 'EX_cpd00154_e': 0.009109108920235068, 'EX_cpd00309_e': 0.009109108920235068, 'EX_cpd00108_e': 0.009109108920235068, 'EX_cpd00039_e': 0.009109108920235068, 'EX_cpd00011_e': 0.009109108920235068, 'EX_cpd00322_e': 0.009109108920235068, 'EX_cpd00111_e': 0.009109108920235068, 'EX_cpd00028_e': 0.009109108920235068, 'EX_cpd00066_e': 0.009109108920235068, 'EX_cpd01188_e': 0.009109108920235068, 'EX_cpd00357_e': 0.009109108920210522, 'EX_cpd00136_e': 0.009109108920235068, 'EX_cpd03847_e': 0.009109108920235068, 'EX_cpd01080_e': 0.009109108920235068, 'EX_cpd00010_e': 0.009109108920235068, 'EX_cpd00264_e': 0.009109108920235068, 'EX_cpd11606_e': 0.009109108920235068, 'EX_cpd00069_e': 0.009109108920235068, 'EX_cpd00060_e': 0.009109108920235068, 'EX_cpd00305_e': 0.009109108920235068, 'EX_cpd00129_e': 0.009109108920235068}",,,
B. longum subsp. longum_gapfilled_30,,"{'EX_cpd00224_e': 0.009059187530036775, 'EX_cpd00027_e': 0.009059187529905751, 'EX_cpd01171_e': 0.009059187529891976, 'EX_cpd00154_e': 0.009059187529891976, 'EX_cpd00309_e': 0.009059187529957454, 'EX_cpd00108_e': 0.00905918752989195, 'EX_cpd00039_e': 0.00905918752989195, 'EX_cpd00011_e': 0.00905918752989195, 'EX_cpd00322_e': 0.00905918752989195, 'EX_cpd00111_e': 0.00905918752989195, 'EX_cpd00028_e': 0.00905918752989195, 'EX_cpd00066_e': 0.00905918752989195, 'EX_cpd01188_e': 0.00905918752989195, 'EX_cpd00357_e': 0.009059187530026134, 'EX_cpd00136_e': 0.00905918752989195, 'EX_cpd03847_e': 0.00905918752989195, 'EX_cpd01080_e': 0.00905918752989195, 'EX_cpd00010_e': 0.00905918752989195, 'EX_cpd00264_e': 0.00905918752989195, 'EX_cpd11606_e': 0.00905918752989195, 'EX_cpd00069_e': 0.00905918752989195, 'EX_cpd00060_e': 0.00905918752989195, 'EX_cpd00305_e': 0.00905918752989195, 'EX_cpd00129_e': 0.00905918752989195}",,,
B. longum subsp. longum_gapfilled_31,,"{'EX_cpd00224_e': 0.00903894356347135, 'EX_cpd00027_e': 0.009038943562706894, 'EX_cpd01171_e': 0.009038943562794487, 'EX_cpd00154_e': 0.009038943562794487, 'EX_cpd00309_e': 0.009038943562794487, 'EX_cpd00108_e': 0.009038943562802599, 'EX_cpd00039_e': 0.009038943562802599, 'EX_cpd00011_e': 0.009038943562802599, 'EX_cpd00322_e': 0.009038943562802599, 'EX_cpd00111_e': 0.009038943562802599, 'EX_cpd00028_e': 0.009038943562802599, 'EX_cpd00066_e': 0.009038943562802599, 'EX_cpd01188_e': 0.009038943562802599, 'EX_cpd00357_e': 0.00903894356274266, 'EX_cpd00136_e': 0.009038943562802599, 'EX_cpd03847_e': 0.009038943562802599, 'EX_cpd01080_e': 0.009038943562802599, 'EX_cpd00010_e': 0.009038943562802599, 'EX_cpd00264_e': 0.009038943562802599, 'EX_cpd11606_e': 0.009038943562802599, 'EX_cpd00069_e': 0.009038943562802599, 'EX_cpd00060_e': 0.009038943562802599, 'EX_cpd00305_e': 0.009038943562802599, 'EX_cpd00129_e': 0.009038943562802599}",,,
B. longum subsp. longum_gapfilled_32,,"{'EX_cpd00224_e': 0.009129668755084357, 'EX_cpd00027_e': 0.00912966875483621, 'EX_cpd01171_e': 0.00912966875482684, 'EX_cpd00154_e': 0.00912966875482684, 'EX_cpd00309_e': 0.00912966875483227, 'EX_cpd00108_e': 0.00912966875482684, 'EX_cpd00039_e': 0.00912966875482684, 'EX_cpd00011_e': 0.00912966875482684, 'EX_cpd00322_e': 0.00912966875482684, 'EX_cpd00111_e': 0.00912966875482684, 'EX_cpd00028_e': 0.00912966875482684, 'EX_cpd00066_e': 0.00912966875482684, 'EX_cpd01188_e': 0.00912966875482684, 'EX_cpd00357_e': 0.009129668754878266, 'EX_cpd00136_e': 0.00912966875482684, 'EX_cpd03847_e': 0.00912966875482684, 'EX_cpd01080_e': 0.00912966875482684, 'EX_cpd00010_e': 0.00912966875482684, 'EX_cpd00264_e': 0.00912966875482684, 'EX_cpd11606_e': 0.00912966875482684, 'EX_cpd00069_e': 0.00912966875482684, 'EX_cpd00060_e': 0.00912966875482684, 'EX_cpd00305_e': 0.00912966875482684, 'EX_cpd00129_e': 0.00912966875482684}",,,
B. longum subsp. longum_gapfilled_33,,"{'EX_cpd00224_e': 0.009520735804174943, 'EX_cpd00027_e': 0.009520735804300597, 'EX_cpd01171_e': 0.009520735804296465, 'EX_cpd00154_e': 0.009520735804296465, 'EX_cpd00309_e': 0.009520735804344066, 'EX_cpd00108_e': 0.009520735804296467, 'EX_cpd00039_e': 0.009520735804296467, 'EX_cpd00011_e': 0.009520735804296467, 'EX_cpd00322_e': 0.009520735804296467, 'EX_cpd00111_e': 0.009520735804296467, 'EX_cpd00028_e': 0.009520735804296467, 'EX_cpd00066_e': 0.009520735804296467, 'EX_cpd01188_e': 0.009520735804296467, 'EX_cpd00357_e': 0.00952073580423616, 'EX_cpd00136_e': 0.009520735804296467, 'EX_cpd03847_e': 0.009520735804296467, 'EX_cpd01080_e': 0.009520735804296467, 'EX_cpd00010_e': 0.009520735804296467, 'EX_cpd00264_e': 0.009520735804296467, 'EX_cpd11606_e': 0.009520735804296467, 'EX_cpd00069_e': 0.009520735804296467, 'EX_cpd00060_e': 0.009520735804296467, 'EX_cpd00305_e': 0.009520735804296467, 'EX_cpd00129_e': 0.009520735804296467}",,,
B. longum subsp. longum_gapfilled_34,,"{'EX_cpd00224_e': 0.009129668754937408, 'EX_cpd00027_e': 0.009129668754878207, 'EX_cpd01171_e': 0.009129668754846089, 'EX_cpd00154_e': 0.009129668754846089, 'EX_cpd00309_e': 0.009129668754846089, 'EX_cpd00108_e': 0.009129668754846089, 'EX_cpd00039_e': 0.009129668754846089, 'EX_cpd00011_e': 0.009129668754846089, 'EX_cpd00322_e': 0.009129668754846089, 'EX_cpd00111_e': 0.009129668754846089, 'EX_cpd00028_e': 0.009129668754846089, 'EX_cpd00066_e': 0.009129668754846089, 'EX_cpd01188_e': 0.009129668754846089, 'EX_cpd00357_e': 0.009129668754937498, 'EX_cpd00136_e': 0.009129668754846089, 'EX_cpd03847_e': 0.009129668754846089, 'EX_cpd01080_e': 0.009129668754846089, 'EX_cpd00010_e': 0.009129668754846089, 'EX_cpd00264_e': 0.009129668754846089, 'EX_cpd11606_e': 0.009129668754846089, 'EX_cpd00069_e': 0.009129668754846089, 'EX_cpd00060_e': 0.009129668754846089, 'EX_cpd00305_e': 0.009129668754846089, 'EX_cpd00129_e': 0.009129668754846089}",,,
B. longum subsp. longum_gapfilled_35,,"{'EX_cpd00224_e': 0.010039897096805512, 'EX_cpd00027_e': 0.010039897096667236, 'EX_cpd01171_e': 0.010039897096667236, 'EX_cpd00154_e': 0.010039897096667236, 'EX_cpd00309_e': 0.010039897096659582, 'EX_cpd00108_e': 0.010039897096667236, 'EX_cpd00039_e': 0.010039897096667236, 'EX_cpd00011_e': 0.010039897096667236, 'EX_cpd00322_e': 0.010039897096667236, 'EX_cpd00111_e': 0.010039897096667236, 'EX_cpd00028_e': 0.010039897096667236, 'EX_cpd00066_e': 0.010039897096667236, 'EX_cpd01188_e': 0.010039897096667236, 'EX_cpd00357_e': 0.010039897096667236, 'EX_cpd00136_e': 0.010039897096667236, 'EX_cpd03847_e': 0.010039897096667236, 'EX_cpd01080_e': 0.010039897096667236, 'EX_cpd00010_e': 0.010039897096667236, 'EX_cpd00264_e': 0.010039897096667236, 'EX_cpd11606_e': 0.010039897096667236, 'EX_cpd00069_e': 0.010039897096667236, 'EX_cpd00060_e': 0.010039897096667236, 'EX_cpd00305_e': 0.010039897096667236, 'EX_cpd00129_e': 0.010039897096667236}",,,
B. longum subsp. longum_gapfilled_36,,"{'EX_cpd00224_e': 0.009520735804338943, 'EX_cpd00027_e': 0.0095207358044584, 'EX_cpd01171_e': 0.009520735804463335, 'EX_cpd00154_e': 0.009520735804463335, 'EX_cpd00309_e': 0.009520735804451784, 'EX_cpd00108_e': 0.009520735804451784, 'EX_cpd00039_e': 0.009520735804451784, 'EX_cpd00011_e': 0.009520735804451784, 'EX_cpd00322_e': 0.009520735804451784, 'EX_cpd00111_e': 0.009520735804451784, 'EX_cpd00028_e': 0.009520735804451784, 'EX_cpd00066_e': 0.009520735804451784, 'EX_cpd01188_e': 0.009520735804451784, 'EX_cpd00357_e': 0.009520735804338818, 'EX_cpd00136_e': 0.009520735804451784, 'EX_cpd03847_e': 0.009520735804451784, 'EX_cpd01080_e': 0.009520735804451784, 'EX_cpd00010_e': 0.009520735804451784, 'EX_cpd00264_e': 0.009520735804451784, 'EX_cpd11606_e': 0.009520735804451784, 'EX_cpd00069_e': 0.009520735804451784, 'EX_cpd00060_e': 0.009520735804451784, 'EX_cpd00305_e': 0.009520735804451784, 'EX_cpd00129_e': 0.009520735804451784}",,,
B. longum subsp. longum_gapfilled_37,,"{'EX_cpd00224_e': 0.00913685715353613, 'EX_cpd00027_e': 0.009136857153567867, 'EX_cpd01171_e': 0.009136857153538423, 'EX_cpd00154_e': 0.009136857153538423, 'EX_cpd00309_e': 0.009136857153558052, 'EX_cpd00108_e': 0.009136857153538423, 'EX_cpd00039_e': 0.009136857153538423, 'EX_cpd00011_e': 0.009136857153538423, 'EX_cpd00322_e': 0.009136857153538423, 'EX_cpd00111_e': 0.009136857153538423, 'EX_cpd00028_e': 0.009136857153538423, 'EX_cpd00066_e': 0.009136857153538423, 'EX_cpd01188_e': 0.009136857153538423, 'EX_cpd00357_e': 0.009136857153497616, 'EX_cpd00136_e': 0.009136857153538423, 'EX_cpd03847_e': 0.009136857153538423, 'EX_cpd01080_e': 0.009136857153538423, 'EX_cpd00010_e': 0.009136857153538423, 'EX_cpd00264_e': 0.009136857153538423, 'EX_cpd11606_e': 0.009136857153538423, 'EX_cpd00069_e': 0.009136857153538423, 'EX_cpd00060_e': 0.009136857153538423, 'EX_cpd00305_e': 0.009136857153538423, 'EX_cpd00129_e': 0.009136857153538423}",,,
B. longum subsp. longum_gapfilled_38,,"{'EX_cpd00224_e': 0.009116264966084418, 'EX_cpd00027_e': 0.009116264966598592, 'EX_cpd01171_e': 0.009116264966537179, 'EX_cpd00154_e': 0.009116264966537179, 'EX_cpd00309_e': 0.009116264966529694, 'EX_cpd00108_e': 0.009116264966537179, 'EX_cpd00039_e': 0.009116264966537179, 'EX_cpd00011_e': 0.009116264966537179, 'EX_cpd00322_e': 0.009116264966537179, 'EX_cpd00111_e': 0.009116264966537179, 'EX_cpd00028_e': 0.009116264966537179, 'EX_cpd00066_e': 0.009116264966537179, 'EX_cpd01188_e': 0.009116264966537179, 'EX_cpd00357_e': 0.009116264966550366, 'EX_cpd00136_e': 0.009116264966537179, 'EX_cpd03847_e': 0.009116264966537179, 'EX_cpd01080_e': 0.009116264966537179, 'EX_cpd00010_e': 0.009116264966537179, 'EX_cpd00264_e': 0.009116264966537179, 'EX_cpd11606_e': 0.009116264966537179, 'EX_cpd00069_e': 0.009116264966537179, 'EX_cpd00060_e': 0.009116264966537179, 'EX_cpd00305_e': 0.009116264966537179, 'EX_cpd00129_e': 0.009116264966537179}",,,
B. longum subsp. longum_gapfilled_39,,"{'EX_cpd00224_e': 0.009109108920181542, 'EX_cpd00027_e': 0.009109108920326438, 'EX_cpd01171_e': 0.009109108920326408, 'EX_cpd00154_e': 0.009109108920326408, 'EX_cpd00309_e': 0.009109108920326408, 'EX_cpd00108_e': 0.009109108920326408, 'EX_cpd00039_e': 0.009109108920326408, 'EX_cpd00011_e': 0.009109108920326408, 'EX_cpd00322_e': 0.009109108920326408, 'EX_cpd00111_e': 0.009109108920326408, 'EX_cpd00028_e': 0.009109108920326408, 'EX_cpd00066_e': 0.009109108920326408, 'EX_cpd01188_e': 0.009109108920326408, 'EX_cpd00357_e': 0.009109108920181535, 'EX_cpd00136_e': 0.009109108920326408, 'EX_cpd03847_e': 0.009109108920326408, 'EX_cpd01080_e': 0.009109108920326408, 'EX_cpd00010_e': 0.009109108920326408, 'EX_cpd00264_e': 0.009109108920326408, 'EX_cpd11606_e': 0.009109108920326408, 'EX_cpd00069_e': 0.009109108920326408, 'EX_cpd00060_e': 0.009109108920326408, 'EX_cpd00305_e': 0.009109108920326408, 'EX_cpd00129_e': 0.009109108920326408}",,,
B. longum subsp. longum_gapfilled_40,,"{'EX_cpd00224_e': 0.009038943562780375, 'EX_cpd00027_e': 0.009038943562675634, 'EX_cpd01171_e': 0.009038943562698937, 'EX_cpd00154_e': 0.009038943562698937, 'EX_cpd00309_e': 0.009038943562777067, 'EX_cpd00108_e': 0.009038943562693847, 'EX_cpd00039_e': 0.009038943562693847, 'EX_cpd00011_e': 0.009038943562693847, 'EX_cpd00322_e': 0.009038943562693847, 'EX_cpd00111_e': 0.009038943562693847, 'EX_cpd00028_e': 0.009038943562693847, 'EX_cpd00066_e': 0.009038943562693847, 'EX_cpd01188_e': 0.009038943562693847, 'EX_cpd00357_e': 0.00903894356276589, 'EX_cpd00136_e': 0.009038943562693847, 'EX_cpd03847_e': 0.009038943562693847, 'EX_cpd01080_e': 0.009038943562693847, 'EX_cpd00010_e': 0.009038943562693847, 'EX_cpd00264_e': 0.009038943562693847, 'EX_cpd11606_e': 0.009038943562693847, 'EX_cpd00069_e': 0.009038943562693847, 'EX_cpd00060_e': 0.009038943562693847, 'EX_cpd00305_e': 0.009038943562693847, 'EX_cpd00129_e': 0.009038943562693847}",,,
B. longum subsp. longum_gapfilled_41,,"{'EX_cpd00224_e': 0.00905918752979639, 'EX_cpd00027_e': 0.009059187530149747, 'EX_cpd01171_e': 0.009059187530085125, 'EX_cpd00154_e': 0.009059187530085125, 'EX_cpd00309_e': 0.00905918752991701, 'EX_cpd00108_e': 0.009059187530085125, 'EX_cpd00039_e': 0.009059187530085125, 'EX_cpd00011_e': 0.009059187530085125, 'EX_cpd00322_e': 0.009059187530085125, 'EX_cpd00111_e': 0.009059187530085125, 'EX_cpd00028_e': 0.009059187530085125, 'EX_cpd00066_e': 0.009059187530085125, 'EX_cpd01188_e': 0.009059187530085125, 'EX_cpd00357_e': 0.009059187529958249, 'EX_cpd00136_e': 0.009059187530085125, 'EX_cpd03847_e': 0.009059187530085125, 'EX_cpd01080_e': 0.009059187530085125, 'EX_cpd00010_e': 0.009059187530085125, 'EX_cpd00264_e': 0.009059187530085125, 'EX_cpd11606_e': 0.009059187530085125, 'EX_cpd00069_e': 0.009059187530085125, 'EX_cpd00060_e': 0.009059187530085125, 'EX_cpd00305_e': 0.009059187530085125, 'EX_cpd00129_e': 0.009059187530085125}",,,
B. longum subsp. longum_gapfilled_42,,"{'EX_cpd00224_e': 0.009757186141720445, 'EX_cpd00027_e': 0.00975718614185983, 'EX_cpd01171_e': 0.009757186141696456, 'EX_cpd00154_e': 0.009757186141696456, 'EX_cpd00309_e': 0.009757186141636781, 'EX_cpd00108_e': 0.009757186141696456, 'EX_cpd00039_e': 0.009757186141696456, 'EX_cpd00011_e': 0.009757186141696456, 'EX_cpd00322_e': 0.009757186141696456, 'EX_cpd00111_e': 0.009757186141696456, 'EX_cpd00028_e': 0.009757186141696456, 'EX_cpd00066_e': 0.009757186141696456, 'EX_cpd01188_e': 0.009757186141696456, 'EX_cpd00357_e': 0.009757186141780361, 'EX_cpd00136_e': 0.009757186141696456, 'EX_cpd03847_e': 0.009757186141696456, 'EX_cpd01080_e': 0.009757186141696456, 'EX_cpd00010_e': 0.009757186141696456, 'EX_cpd00264_e': 0.009757186141696456, 'EX_cpd11606_e': 0.009757186141696456, 'EX_cpd00069_e': 0.009757186141696456, 'EX_cpd00060_e': 0.009757186141696456, 'EX_cpd00305_e': 0.009757186141696456, 'EX_cpd00129_e': 0.009757186141696456}",,,
B. longum subsp. longum_gapfilled_43,,"{'EX_cpd00224_e': 0.009059187530066222, 'EX_cpd00027_e': 0.00905918752985156, 'EX_cpd01171_e': 0.009059187529897737, 'EX_cpd00154_e': 0.009059187529897737, 'EX_cpd00309_e': 0.009059187529923168, 'EX_cpd00108_e': 0.009059187529910237, 'EX_cpd00039_e': 0.009059187529910237, 'EX_cpd00011_e': 0.009059187529910237, 'EX_cpd00322_e': 0.009059187529910237, 'EX_cpd00111_e': 0.009059187529910237, 'EX_cpd00028_e': 0.009059187529910237, 'EX_cpd00066_e': 0.009059187529910237, 'EX_cpd01188_e': 0.009059187529910237, 'EX_cpd00357_e': 0.009059187530073783, 'EX_cpd00136_e': 0.009059187529910237, 'EX_cpd03847_e': 0.009059187529910237, 'EX_cpd01080_e': 0.009059187529910237, 'EX_cpd00010_e': 0.009059187529910237, 'EX_cpd00264_e': 0.009059187529910237, 'EX_cpd11606_e': 0.009059187529910237, 'EX_cpd00069_e': 0.009059187529910237, 'EX_cpd00060_e': 0.009059187529910237, 'EX_cpd00305_e': 0.009059187529910237, 'EX_cpd00129_e': 0.009059187529910237}",,,
B. longum subsp. longum_gapfilled_44,,"{'EX_cpd00224_e': 0.009109108920173614, 'EX_cpd00027_e': 0.009109108920907303, 'EX_cpd01171_e': 0.009109108920815668, 'EX_cpd00154_e': 0.009109108920815668, 'EX_cpd00309_e': 0.009109108920917751, 'EX_cpd00108_e': 0.009109108920826116, 'EX_cpd00039_e': 0.009109108920826116, 'EX_cpd00011_e': 0.009109108920826116, 'EX_cpd00322_e': 0.009109108920826116, 'EX_cpd00111_e': 0.009109108920826116, 'EX_cpd00028_e': 0.009109108920826116, 'EX_cpd00066_e': 0.009109108920826116, 'EX_cpd01188_e': 0.009109108920826116, 'EX_cpd00357_e': 0.009109108920178108, 'EX_cpd00136_e': 0.009109108920826116, 'EX_cpd03847_e': 0.009109108920826116, 'EX_cpd01080_e': 0.009109108920826116, 'EX_cpd00010_e': 0.009109108920826116, 'EX_cpd00264_e': 0.009109108920826116, 'EX_cpd11606_e': 0.009109108920826116, 'EX_cpd00069_e': 0.009109108920826116, 'EX_cpd00060_e': 0.009109108920826116, 'EX_cpd00305_e': 0.009109108920826116, 'EX_cpd00129_e': 0.009109108920826116}",,,
