,Bacteroides vulgatus ATCC 8482_0.4.pkl,Lactobacillus plantarum WCFS1_0.4.pkl
L. plantarum_gapfilled_56,,"{'EX_cpd00023_e': 0.19923949791132528, 'EX_cpd00224_e': 0.1992394979028059, 'EX_cpd00027_e': 0.19923949790461432, 'EX_cpd01171_e': 0.19923949791748957, 'EX_cpd00154_e': 0.19923949791748957, 'EX_cpd08306_e': 0.19923949791748957, 'EX_cpd00309_e': 0.19923949791981718, 'EX_cpd00108_e': 0.19923949791824566, 'EX_cpd00159_e': 0.1992394979127424, 'EX_cpd00540_e': 0.1992394979210274, 'EX_cpd11597_e': 0.1992394979169656, 'EX_cpd08305_e': 0.1992394979169656, 'EX_cpd00039_e': 0.1992394979169656, 'EX_cpd00011_e': 0.1992394979169656, 'EX_cpd00322_e': 0.1992394979169656, 'EX_cpd00111_e': 0.1992394979169656, 'EX_cpd00028_e': 0.1992394979169656, 'EX_cpd00066_e': 0.1992394979169656, 'EX_cpd01188_e': 0.1992394979169656, 'EX_cpd01080_e': 0.1992394979169656, 'EX_cpd00010_e': 0.1992394979169656, 'EX_cpd00264_e': 0.1992394979169656, 'EX_cpd11606_e': 0.1992394979169656, 'EX_cpd00069_e': 0.1992394979169656, 'EX_cpd00060_e': 0.1992394979169656, 'EX_cpd00305_e': 0.1992394979169656, 'EX_cpd00080_e': 0.19923949791748957}"
L. plantarum_gapfilled_57,,"{'EX_cpd00023_e': 0.15298252338821347, 'EX_cpd00224_e': 0.152982523424062, 'EX_cpd00027_e': 0.15298252339262824, 'EX_cpd01171_e': 0.15298252339262824, 'EX_cpd00154_e': 0.15298252339262824, 'EX_cpd08306_e': 0.15298252339262824, 'EX_cpd00309_e': 0.1529825233926115, 'EX_cpd00108_e': 0.15298252339262824, 'EX_cpd00159_e': 0.15298252338821347, 'EX_cpd00540_e': 0.15298252339262824, 'EX_cpd11597_e': 0.15298252339262824, 'EX_cpd08305_e': 0.15298252339262824, 'EX_cpd00039_e': 0.15298252339262824, 'EX_cpd00011_e': 0.15298252339262824, 'EX_cpd00322_e': 0.15373665897915667, 'EX_cpd00111_e': 0.15298252339262824, 'EX_cpd00028_e': 0.15298252339262824, 'EX_cpd00066_e': 0.15298252339262824, 'EX_cpd01188_e': 0.15298252339262824, 'EX_cpd01080_e': 0.15298252339262824, 'EX_cpd00010_e': 0.15298252339262824, 'EX_cpd00264_e': 0.15298252339262014, 'EX_cpd11606_e': 0.15298252339262014, 'EX_cpd00069_e': 0.15298252339262824, 'EX_cpd00060_e': 0.15298252339262824, 'EX_cpd00305_e': 0.15298252339262014, 'EX_cpd00080_e': 0.1529825233924895}"
L. plantarum_gapfilled_58,,"{'EX_cpd00023_e': 0.1995699437552825, 'EX_cpd00224_e': 0.19956994375527257, 'EX_cpd00027_e': 0.19956994375550263, 'EX_cpd01171_e': 0.19956994375550052, 'EX_cpd00154_e': 0.19956994375550052, 'EX_cpd08306_e': 0.19956994375550052, 'EX_cpd00309_e': 0.1995699437556099, 'EX_cpd00108_e': 0.1995699437556099, 'EX_cpd00159_e': 0.1995699437550202, 'EX_cpd00540_e': 0.1995699437556099, 'EX_cpd11597_e': 0.1995699437556099, 'EX_cpd08305_e': 0.1995699437556099, 'EX_cpd00039_e': 0.1995699437556099, 'EX_cpd00011_e': 0.1995699437556099, 'EX_cpd00322_e': 0.1995699437556099, 'EX_cpd00111_e': 0.1995699437556099, 'EX_cpd00028_e': 0.1995699437556099, 'EX_cpd00066_e': 0.1995699437556099, 'EX_cpd01188_e': 0.1995699437556099, 'EX_cpd01080_e': 0.1995699437556099, 'EX_cpd00010_e': 0.1995699437556099, 'EX_cpd00264_e': 0.1995699437556099, 'EX_cpd11606_e': 0.1995699437556099, 'EX_cpd00069_e': 0.1995699437556099, 'EX_cpd00060_e': 0.1995699437556099, 'EX_cpd00305_e': 0.1995699437556099, 'EX_cpd00080_e': 0.19956994375550052}"
L. plantarum_gapfilled_59,,"{'EX_cpd00023_e': 0.20040058111617928, 'EX_cpd00224_e': 0.20040058111618536, 'EX_cpd00027_e': 0.20040058111619122, 'EX_cpd01171_e': 0.20040058111619172, 'EX_cpd00154_e': 0.20040058111619172, 'EX_cpd08306_e': 0.20040058111619172, 'EX_cpd00309_e': 0.20040058111619172, 'EX_cpd00108_e': 0.20040058111619172, 'EX_cpd00159_e': 0.2004005811161845, 'EX_cpd00540_e': 0.20040058109734435, 'EX_cpd11597_e': 0.2004005811154725, 'EX_cpd08305_e': 0.2004005811154725, 'EX_cpd00039_e': 0.2004005811154725, 'EX_cpd00011_e': 0.2004005811154725, 'EX_cpd00322_e': 0.7011216666666329, 'EX_cpd00111_e': 0.20040058111836054, 'EX_cpd00028_e': 0.2004005811154725, 'EX_cpd00066_e': 0.2004005811154725, 'EX_cpd01188_e': 0.2004005811154725, 'EX_cpd01080_e': 0.2004005811154706, 'EX_cpd00010_e': 0.2004005811154725, 'EX_cpd00264_e': 0.2004005811162093, 'EX_cpd11606_e': 0.2004005811162093, 'EX_cpd00069_e': 0.2004005811154725, 'EX_cpd00060_e': 0.2004005811154725, 'EX_cpd00305_e': 0.2004005811162093, 'EX_cpd00080_e': 0.20040058111619144}"
L. plantarum_gapfilled_60,,"{'EX_cpd00023_e': 0.19998278926455523, 'EX_cpd00224_e': 0.19998278926455523, 'EX_cpd00027_e': 0.19998278926454677, 'EX_cpd01171_e': 0.19998278926454677, 'EX_cpd00154_e': 0.19998278926454677, 'EX_cpd08306_e': 0.19998278926454677, 'EX_cpd00309_e': 0.19998278926454677, 'EX_cpd00108_e': 0.19998278926454677, 'EX_cpd00159_e': 0.19998278926455523, 'EX_cpd00540_e': 0.19998278926454677, 'EX_cpd11597_e': 0.19998278926454677, 'EX_cpd08305_e': 0.19998278926454677, 'EX_cpd00039_e': 0.19998278926454677, 'EX_cpd00011_e': 0.19998278926454677, 'EX_cpd00322_e': 0.19998278926454677, 'EX_cpd00111_e': 0.19998278926454677, 'EX_cpd00028_e': 0.19998278926454677, 'EX_cpd00066_e': 0.19998278926454677, 'EX_cpd01188_e': 0.19998278926454677, 'EX_cpd01080_e': 0.19998278926454677, 'EX_cpd00010_e': 0.19998278926454677, 'EX_cpd00264_e': 0.19998278926454677, 'EX_cpd11606_e': 0.19998278926454677, 'EX_cpd00069_e': 0.19998278926454677, 'EX_cpd00060_e': 0.19998278926454677, 'EX_cpd00305_e': 0.19998278926454677, 'EX_cpd00080_e': 0.19998278926454677}"
L. plantarum_gapfilled_61,,"{'EX_cpd00023_e': 0.0500331292744024, 'EX_cpd00224_e': 0.050033129272102635, 'EX_cpd00027_e': 0.05003312926247268, 'EX_cpd01171_e': 0.05003312926247268, 'EX_cpd00154_e': 0.05003312926247268, 'EX_cpd08306_e': 0.05003312926247268, 'EX_cpd00309_e': 0.05003312926247268, 'EX_cpd00108_e': 0.05003312926247268, 'EX_cpd00159_e': 0.05003312937050036, 'EX_cpd00540_e': 0.05003312926247268, 'EX_cpd11597_e': 0.05003312926247268, 'EX_cpd08305_e': 0.05003312926247268, 'EX_cpd00039_e': 0.05003312926247268, 'EX_cpd00011_e': 0.05003312926247268, 'EX_cpd00322_e': 0.05003312926247268, 'EX_cpd00111_e': 0.05003312926247268, 'EX_cpd00028_e': 0.05003312926247268, 'EX_cpd00066_e': 0.05003312926247268, 'EX_cpd01188_e': 0.05003312926247268, 'EX_cpd01080_e': 0.05003312926247268, 'EX_cpd00010_e': 0.05003312926247268, 'EX_cpd00264_e': 0.05003312926247268, 'EX_cpd11606_e': 0.05003312926247268, 'EX_cpd00069_e': 0.05003312926247268, 'EX_cpd00060_e': 0.05003312926247268, 'EX_cpd00305_e': 0.05003312926247268, 'EX_cpd00080_e': 0.05003312926247268}"
L. plantarum_gapfilled_62,,"{'EX_cpd00023_e': 0.05003312927621358, 'EX_cpd00224_e': 0.05003312927621358, 'EX_cpd00027_e': 0.05003312927621358, 'EX_cpd01171_e': 0.05003312927621358, 'EX_cpd00154_e': 0.05003312927621358, 'EX_cpd08306_e': 0.05003312927621358, 'EX_cpd00309_e': 0.05003312927629474, 'EX_cpd00108_e': 0.05003312927621358, 'EX_cpd00159_e': 0.05003312927621358, 'EX_cpd00540_e': 0.05003312927621358, 'EX_cpd11597_e': 0.05003312927621358, 'EX_cpd08305_e': 0.05003312927621358, 'EX_cpd00039_e': 0.05003312927621358, 'EX_cpd00011_e': 0.05003312927621358, 'EX_cpd00322_e': 0.05003312927621358, 'EX_cpd00111_e': 0.05003312927621358, 'EX_cpd00028_e': 0.05003312927621358, 'EX_cpd00066_e': 0.05003312927621358, 'EX_cpd01188_e': 0.05003312927621358, 'EX_cpd01080_e': 0.05003312927621358, 'EX_cpd00010_e': 0.05003312927621358, 'EX_cpd00264_e': 0.05003312927621358, 'EX_cpd11606_e': 0.05003312927621358, 'EX_cpd00069_e': 0.050033129275786015, 'EX_cpd00060_e': 0.05003312927592781, 'EX_cpd00305_e': 0.05003312927621358, 'EX_cpd00080_e': 0.05003312927621358}"
L. plantarum_gapfilled_63,,"{'EX_cpd00023_e': 0.048285809189885, 'EX_cpd00224_e': 0.04828580918964674, 'EX_cpd00027_e': 0.048285809190262916, 'EX_cpd01171_e': 0.048285809188477365, 'EX_cpd00154_e': 0.048285809188477365, 'EX_cpd08306_e': 0.048285809188477365, 'EX_cpd00309_e': 0.048285809188477365, 'EX_cpd00108_e': 0.048285809188477365, 'EX_cpd00159_e': 0.048285809189534006, 'EX_cpd00540_e': 0.04828580918847738, 'EX_cpd11597_e': 0.048285809188477365, 'EX_cpd08305_e': 0.048285809188477365, 'EX_cpd00039_e': 0.048285809188477365, 'EX_cpd00011_e': 0.048285809188477365, 'EX_cpd00322_e': 0.048285809188477365, 'EX_cpd00111_e': 0.048285809188477365, 'EX_cpd00028_e': 0.048285809188477365, 'EX_cpd00066_e': 0.048285809188477365, 'EX_cpd01188_e': 0.048285809188477365, 'EX_cpd01080_e': 0.048285809188477365, 'EX_cpd00010_e': 0.048285809188477365, 'EX_cpd00264_e': 0.048285809188477365, 'EX_cpd11606_e': 0.048285809188477365, 'EX_cpd00069_e': 0.048285809188477365, 'EX_cpd00060_e': 0.048285809188477365, 'EX_cpd00305_e': 0.048285809188477365, 'EX_cpd00080_e': 0.048285809191258425}"
L. plantarum_gapfilled_64,,"{'EX_cpd00023_e': 0.04523774906510228, 'EX_cpd00224_e': 0.04523774906525391, 'EX_cpd00027_e': 0.0452377490652943, 'EX_cpd01171_e': 0.0452377490652943, 'EX_cpd00154_e': 0.0452377490652943, 'EX_cpd08306_e': 0.0452377490652943, 'EX_cpd00309_e': 0.0452377490652943, 'EX_cpd00108_e': 0.0452377490652943, 'EX_cpd00159_e': 0.04523774906525391, 'EX_cpd00540_e': 0.0452377490652943, 'EX_cpd11597_e': 0.0452377490652943, 'EX_cpd08305_e': 0.0452377490652943, 'EX_cpd00039_e': 0.0452377490652943, 'EX_cpd00011_e': 0.0452377490652943, 'EX_cpd00322_e': 0.0452377490652943, 'EX_cpd00111_e': 0.0452377490652943, 'EX_cpd00028_e': 0.0452377490652943, 'EX_cpd00066_e': 0.0452377490652943, 'EX_cpd01188_e': 0.0452377490652943, 'EX_cpd01080_e': 0.0452377490652943, 'EX_cpd00010_e': 0.0452377490652943, 'EX_cpd00264_e': 0.0452377490652943, 'EX_cpd11606_e': 0.0452377490652943, 'EX_cpd00069_e': 0.0452377490652943, 'EX_cpd00060_e': 0.0452377490652943, 'EX_cpd00305_e': 0.0452377490652943, 'EX_cpd00080_e': 0.0452377490652943}"
L. plantarum_gapfilled_65,,"{'EX_cpd00023_e': 0.05003312927706888, 'EX_cpd00224_e': 0.05003312927729604, 'EX_cpd00027_e': 0.05003312927585591, 'EX_cpd01171_e': 0.05003312927585591, 'EX_cpd00154_e': 0.05003312927585591, 'EX_cpd08306_e': 0.05003312927585591, 'EX_cpd00309_e': 0.05003312927585591, 'EX_cpd00108_e': 0.05003312927585591, 'EX_cpd00159_e': 0.05003312927564113, 'EX_cpd00540_e': 0.05003312927585591, 'EX_cpd11597_e': 0.05003312927585591, 'EX_cpd08305_e': 0.05003312927585591, 'EX_cpd00039_e': 0.05003312927585591, 'EX_cpd00011_e': 0.05003312927585591, 'EX_cpd00322_e': 0.05003312927585591, 'EX_cpd00111_e': 0.05003312927585591, 'EX_cpd00028_e': 0.05003312927585591, 'EX_cpd00066_e': 0.05003312927585591, 'EX_cpd01188_e': 0.05003312927585591, 'EX_cpd01080_e': 0.05003312927585591, 'EX_cpd00010_e': 0.05003312927585591, 'EX_cpd00264_e': 0.05003312927585591, 'EX_cpd11606_e': 0.05003312927585591, 'EX_cpd00069_e': 0.05003312927585591, 'EX_cpd00060_e': 0.05003312927585591, 'EX_cpd00305_e': 0.05003312927585591, 'EX_cpd00080_e': 0.05003312927585591}"
L. plantarum_gapfilled_66,,"{'EX_cpd00023_e': 0.0500331292724604, 'EX_cpd00224_e': 0.05003312928928742, 'EX_cpd00027_e': 0.05003312927621955, 'EX_cpd01171_e': 0.050033129276260344, 'EX_cpd00154_e': 0.050033129276260344, 'EX_cpd08306_e': 0.050033129276260344, 'EX_cpd00309_e': 0.050033129276531724, 'EX_cpd00108_e': 0.050033129276260344, 'EX_cpd00159_e': 0.05003312921363395, 'EX_cpd00540_e': 0.050033129276260344, 'EX_cpd11597_e': 0.050033129276260344, 'EX_cpd08305_e': 0.050033129276260344, 'EX_cpd00039_e': 0.050033129276260344, 'EX_cpd00011_e': 0.050033129276260344, 'EX_cpd00322_e': 0.050033129276260344, 'EX_cpd00111_e': 0.050033129276260344, 'EX_cpd00028_e': 0.050033129276260344, 'EX_cpd00066_e': 0.050033129276260344, 'EX_cpd01188_e': 0.050033129276260344, 'EX_cpd01080_e': 0.050033129276260344, 'EX_cpd00010_e': 0.050033129276260344, 'EX_cpd00264_e': 0.050033129276260344, 'EX_cpd11606_e': 0.050033129276260344, 'EX_cpd00069_e': 0.050033129276260344, 'EX_cpd00060_e': 0.050033129276260344, 'EX_cpd00305_e': 0.050033129276260344, 'EX_cpd00080_e': 0.05003312927625721}"
L. plantarum_gapfilled_67,,"{'EX_cpd00023_e': 0.19998278927455607, 'EX_cpd00224_e': 0.19998278946906972, 'EX_cpd00027_e': 0.1999827892645465, 'EX_cpd01171_e': 0.19998278926454324, 'EX_cpd00154_e': 0.19998278926454324, 'EX_cpd08306_e': 0.19998278926454324, 'EX_cpd00309_e': 0.19998278926459903, 'EX_cpd00108_e': 0.19998278926416482, 'EX_cpd00159_e': 0.19998278926354873, 'EX_cpd00540_e': 0.19998278926416482, 'EX_cpd11597_e': 0.19998278926416482, 'EX_cpd08305_e': 0.19998278926416482, 'EX_cpd00039_e': 0.19998278926416482, 'EX_cpd00011_e': 0.19998278926416482, 'EX_cpd00322_e': 0.19998278926416482, 'EX_cpd00111_e': 0.19998278926416482, 'EX_cpd00028_e': 0.19998278926416482, 'EX_cpd00066_e': 0.19998278926416482, 'EX_cpd01188_e': 0.19998278926416482, 'EX_cpd01080_e': 0.19998278926416482, 'EX_cpd00010_e': 0.19998278926416482, 'EX_cpd00264_e': 0.19998278926416482, 'EX_cpd11606_e': 0.19998278926416482, 'EX_cpd00069_e': 0.19998278926416482, 'EX_cpd00060_e': 0.19998278926416482, 'EX_cpd00305_e': 0.19998278926416482, 'EX_cpd00080_e': 0.19998278926435975}"
L. plantarum_gapfilled_68,,"{'EX_cpd00023_e': 0.04828580919041737, 'EX_cpd00224_e': 0.04828580919011329, 'EX_cpd00027_e': 0.048285809190113285, 'EX_cpd01171_e': 0.048285809190113285, 'EX_cpd00154_e': 0.048285809190113285, 'EX_cpd08306_e': 0.048285809190113285, 'EX_cpd00309_e': 0.048285809190113285, 'EX_cpd00108_e': 0.0482858091901133, 'EX_cpd00159_e': 0.04828580919116638, 'EX_cpd00540_e': 0.0482858091901133, 'EX_cpd11597_e': 0.0482858091901133, 'EX_cpd08305_e': 0.0482858091901133, 'EX_cpd00039_e': 0.0482858091901133, 'EX_cpd00011_e': 0.0482858091901133, 'EX_cpd00322_e': 0.0482858091901133, 'EX_cpd00111_e': 0.0482858091901133, 'EX_cpd00028_e': 0.0482858091901133, 'EX_cpd00066_e': 0.0482858091901133, 'EX_cpd01188_e': 0.0482858091901133, 'EX_cpd01080_e': 0.0482858091901133, 'EX_cpd00010_e': 0.0482858091901133, 'EX_cpd00264_e': 0.0482858091901133, 'EX_cpd11606_e': 0.0482858091901133, 'EX_cpd00069_e': 0.0482858091901133, 'EX_cpd00060_e': 0.0482858091901133, 'EX_cpd00305_e': 0.0482858091901133, 'EX_cpd00080_e': 0.048285809190113285}"
L. plantarum_gapfilled_69,,"{'EX_cpd00023_e': 0.1999173287167025, 'EX_cpd00224_e': 0.19991732871809675, 'EX_cpd00027_e': 0.19991732864942083, 'EX_cpd01171_e': 0.19991732864707487, 'EX_cpd00154_e': 0.19991732864707487, 'EX_cpd08306_e': 0.19991732864707487, 'EX_cpd00309_e': 0.19991732864707487, 'EX_cpd00108_e': 0.19991732864707487, 'EX_cpd00159_e': 0.19991732872296722, 'EX_cpd00540_e': 0.19991732865341683, 'EX_cpd11597_e': 0.19991732872888138, 'EX_cpd08305_e': 0.19991732872888138, 'EX_cpd00039_e': 0.19991732872888138, 'EX_cpd00011_e': 0.19991732872888138, 'EX_cpd00322_e': 0.19991732865798828, 'EX_cpd00111_e': 0.19991732865798828, 'EX_cpd00028_e': 0.19991732872888138, 'EX_cpd00066_e': 0.19991732865798828, 'EX_cpd01188_e': 0.19991732872888138, 'EX_cpd01080_e': 0.19991732865798828, 'EX_cpd00010_e': 0.19991732872888138, 'EX_cpd00264_e': 0.19991732865798828, 'EX_cpd11606_e': 0.19991732865798828, 'EX_cpd00069_e': 0.19991732872888138, 'EX_cpd00060_e': 0.19991732872888138, 'EX_cpd00305_e': 0.19991732865798828, 'EX_cpd00080_e': 0.19991732864707487}"
L. plantarum_gapfilled_70,,"{'EX_cpd00023_e': 0.04828580919156529, 'EX_cpd00224_e': 0.048285809190084544, 'EX_cpd00027_e': 0.048285809190113285, 'EX_cpd01171_e': 0.048285809190113285, 'EX_cpd00154_e': 0.048285809190113285, 'EX_cpd08306_e': 0.048285809190113285, 'EX_cpd00309_e': 0.048285809190113285, 'EX_cpd00108_e': 0.048285809190113285, 'EX_cpd00159_e': 0.048285809190084544, 'EX_cpd00540_e': 0.048285809190113285, 'EX_cpd11597_e': 0.048285809190113285, 'EX_cpd08305_e': 0.048285809190113285, 'EX_cpd00039_e': 0.048285809190113285, 'EX_cpd00011_e': 0.048285809190113285, 'EX_cpd00322_e': 0.048285809190113285, 'EX_cpd00111_e': 0.048285809190113285, 'EX_cpd00028_e': 0.048285809190113285, 'EX_cpd00066_e': 0.048285809190113285, 'EX_cpd01188_e': 0.048285809190113285, 'EX_cpd01080_e': 0.048285809190113285, 'EX_cpd00010_e': 0.048285809190113285, 'EX_cpd00264_e': 0.048285809190113285, 'EX_cpd11606_e': 0.048285809190113285, 'EX_cpd00069_e': 0.048285809190113285, 'EX_cpd00060_e': 0.048285809190113285, 'EX_cpd00305_e': 0.048285809190113285, 'EX_cpd00080_e': 0.048285809190113285}"
L. plantarum_gapfilled_71,,"{'EX_cpd00023_e': 0.1992718992241661, 'EX_cpd00224_e': 0.1992718992325349, 'EX_cpd00027_e': 0.199271899216372, 'EX_cpd01171_e': 0.199271899216372, 'EX_cpd00154_e': 0.199271899216372, 'EX_cpd08306_e': 0.199271899216372, 'EX_cpd00309_e': 0.1992718992241806, 'EX_cpd00108_e': 0.19927189922418037, 'EX_cpd00159_e': 0.19927189927588432, 'EX_cpd00540_e': 0.19927189922418037, 'EX_cpd11597_e': 0.19927189922418037, 'EX_cpd08305_e': 0.19927189922418037, 'EX_cpd00039_e': 0.19927189922418037, 'EX_cpd00011_e': 0.19927189922418037, 'EX_cpd00322_e': 0.19927189922418037, 'EX_cpd00111_e': 0.19927189922418037, 'EX_cpd00028_e': 0.19927189922418037, 'EX_cpd00066_e': 0.19927189922418037, 'EX_cpd01188_e': 0.19927189922418037, 'EX_cpd01080_e': 0.19927189922418037, 'EX_cpd00010_e': 0.19927189922418037, 'EX_cpd00264_e': 0.19927189922418037, 'EX_cpd11606_e': 0.19927189922418037, 'EX_cpd00069_e': 0.19927189922418037, 'EX_cpd00060_e': 0.19927189922418037, 'EX_cpd00305_e': 0.19927189922418037, 'EX_cpd00080_e': 0.199271899216372}"
L. plantarum_gapfilled_72,,"{'EX_cpd00023_e': 0.1992925560220966, 'EX_cpd00224_e': 0.19929255602202198, 'EX_cpd00027_e': 0.1992925560219986, 'EX_cpd01171_e': 0.19929255602203905, 'EX_cpd00154_e': 0.19929255602203905, 'EX_cpd08306_e': 0.19929255602203905, 'EX_cpd00309_e': 0.19929255602198345, 'EX_cpd00108_e': 0.19929255602202559, 'EX_cpd00159_e': 0.19929255602199875, 'EX_cpd00540_e': 0.19929255602202559, 'EX_cpd11597_e': 0.19929255602202559, 'EX_cpd08305_e': 0.19929255602202559, 'EX_cpd00039_e': 0.19929255602202559, 'EX_cpd00011_e': 0.19929255602202559, 'EX_cpd00322_e': 0.19929255602202559, 'EX_cpd00111_e': 0.19929255602202559, 'EX_cpd00028_e': 0.19929255602202559, 'EX_cpd00066_e': 0.19929255602202559, 'EX_cpd01188_e': 0.19929255602202559, 'EX_cpd01080_e': 0.19929255602202559, 'EX_cpd00010_e': 0.19929255602202559, 'EX_cpd00264_e': 0.19929255602202559, 'EX_cpd11606_e': 0.19929255602202559, 'EX_cpd00069_e': 0.19929255602202559, 'EX_cpd00060_e': 0.19929255602202559, 'EX_cpd00305_e': 0.19929255602202559, 'EX_cpd00080_e': 0.19929255602203905}"
L. plantarum_gapfilled_73,,"{'EX_cpd00023_e': 0.04648331883875057, 'EX_cpd00224_e': 0.046483318836785824, 'EX_cpd00027_e': 0.04648331884035136, 'EX_cpd01171_e': 0.04648331884035136, 'EX_cpd00154_e': 0.04648331884035136, 'EX_cpd08306_e': 0.04648331884035136, 'EX_cpd00309_e': 0.04648331884035136, 'EX_cpd00108_e': 0.04648331884035136, 'EX_cpd00159_e': 0.04648331883917538, 'EX_cpd00540_e': 0.04648331884035136, 'EX_cpd11597_e': 0.04648331884035136, 'EX_cpd08305_e': 0.04648331884035136, 'EX_cpd00039_e': 0.04648331884035136, 'EX_cpd00011_e': 0.04648331884035136, 'EX_cpd00322_e': 0.04648331884035136, 'EX_cpd00111_e': 0.04648331884035136, 'EX_cpd00028_e': 0.04648331884035136, 'EX_cpd00066_e': 0.04648331884035136, 'EX_cpd01188_e': 0.04648331884035136, 'EX_cpd01080_e': 0.04648331884035136, 'EX_cpd00010_e': 0.04648331884035136, 'EX_cpd00264_e': 0.04648331884035136, 'EX_cpd11606_e': 0.04648331884035136, 'EX_cpd00069_e': 0.04648331884035136, 'EX_cpd00060_e': 0.04648331884035136, 'EX_cpd00305_e': 0.04648331884035136, 'EX_cpd00080_e': 0.04648331884035136}"
L. plantarum_gapfilled_74,,"{'EX_cpd00023_e': 0.19933797925691218, 'EX_cpd00224_e': 0.1993379792870862, 'EX_cpd00027_e': 0.19933797925820498, 'EX_cpd01171_e': 0.19933797925862795, 'EX_cpd00154_e': 0.19933797925862795, 'EX_cpd08306_e': 0.19933797925862795, 'EX_cpd00309_e': 0.19933797926324212, 'EX_cpd00108_e': 0.19933797926417537, 'EX_cpd00159_e': 0.1993379792616113, 'EX_cpd00540_e': 0.19933797926417537, 'EX_cpd11597_e': 0.19933797926417537, 'EX_cpd08305_e': 0.19933797926417537, 'EX_cpd00039_e': 0.19933797926417537, 'EX_cpd00011_e': 0.19933797926417537, 'EX_cpd00322_e': 0.19933797926417537, 'EX_cpd00111_e': 0.19933797926417537, 'EX_cpd00028_e': 0.19933797926417537, 'EX_cpd00066_e': 0.19933797926417537, 'EX_cpd01188_e': 0.19933797926417537, 'EX_cpd01080_e': 0.19933797926417537, 'EX_cpd00010_e': 0.19933797926417537, 'EX_cpd00264_e': 0.19933797926417537, 'EX_cpd11606_e': 0.19933797926417537, 'EX_cpd00069_e': 0.19933797926417537, 'EX_cpd00060_e': 0.19933797926417537, 'EX_cpd00305_e': 0.19933797926417537, 'EX_cpd00080_e': 0.19933797925863603}"
L. plantarum_gapfilled_75,,"{'EX_cpd00023_e': 0.05773111538588689, 'EX_cpd00224_e': 0.05773111540009261, 'EX_cpd00027_e': 0.05773111536921825, 'EX_cpd01171_e': 0.05773111536836346, 'EX_cpd00154_e': 0.05773111536836346, 'EX_cpd08306_e': 0.05773111536836346, 'EX_cpd00309_e': 0.05773111536836346, 'EX_cpd00108_e': 0.05773111536836346, 'EX_cpd00159_e': 0.05773111536916407, 'EX_cpd00540_e': 0.05773111536836346, 'EX_cpd11597_e': 0.05773111536836346, 'EX_cpd08305_e': 0.05773111536836346, 'EX_cpd00039_e': 0.05773111536836346, 'EX_cpd00011_e': 0.05773111536836346, 'EX_cpd00322_e': 0.05773111536836344, 'EX_cpd00111_e': 0.05773111536836346, 'EX_cpd00028_e': 0.05773111536836346, 'EX_cpd00066_e': 0.05773111536836346, 'EX_cpd01188_e': 0.05773111536836346, 'EX_cpd01080_e': 0.05773111536836344, 'EX_cpd00010_e': 0.05773111536836346, 'EX_cpd00264_e': 0.05773111536836344, 'EX_cpd11606_e': 0.05773111536836344, 'EX_cpd00069_e': 0.05773111536836346, 'EX_cpd00060_e': 0.05773111536836346, 'EX_cpd00305_e': 0.05773111536836344, 'EX_cpd00080_e': 0.0577311153695266}"
L. plantarum_gapfilled_76,,"{'EX_cpd00023_e': 0.07490026501123356, 'EX_cpd00224_e': 0.07490026501123351, 'EX_cpd00027_e': 0.07490026501069105, 'EX_cpd01171_e': 0.07490026501138757, 'EX_cpd00154_e': 0.07490026501138757, 'EX_cpd08306_e': 0.07490026501138757, 'EX_cpd00309_e': 0.07490026501206308, 'EX_cpd00108_e': 0.07490026501138757, 'EX_cpd00159_e': 0.07490026501200114, 'EX_cpd00540_e': 0.07490026501138757, 'EX_cpd11597_e': 0.07490026501138757, 'EX_cpd08305_e': 0.07490026501138757, 'EX_cpd00039_e': 0.07525127970819873, 'EX_cpd00011_e': 0.0749002650110281, 'EX_cpd00322_e': 0.08034675582335295, 'EX_cpd00111_e': 0.0749002650110281, 'EX_cpd00028_e': 0.0749002650110281, 'EX_cpd00066_e': 0.0749002650110281, 'EX_cpd01188_e': 0.0749002650110281, 'EX_cpd01080_e': 0.0749002650110281, 'EX_cpd00010_e': 0.0749002650110281, 'EX_cpd00264_e': 0.0749002650108649, 'EX_cpd11606_e': 0.0749002650108649, 'EX_cpd00069_e': 0.0749002650110281, 'EX_cpd00060_e': 0.0749002650110281, 'EX_cpd00305_e': 0.0749002650108649, 'EX_cpd00080_e': 0.07490026501138757}"
