,Bacteroides vulgatus ATCC 8482_0.4.pkl
B. vulgatus_gapfilled_47,"{'EX_cpd00635_e': 0.9016601964567069, 'EX_cpd00023_e': 0.9016601964504068, 'EX_cpd00224_e': 0.9016601964506786, 'EX_cpd11595_e': 0.9016601964567069, 'EX_cpd01217_e': 0.9016601964504068, 'EX_cpd00027_e': 0.9016601964505471, 'EX_cpd01171_e': 0.9016601752522622, 'EX_cpd00154_e': 0.9016601964504944, 'EX_cpd08306_e': 0.9016601964611136, 'EX_cpd00164_e': 0.9016601964611136, 'EX_cpd00309_e': 0.9016601964579881, 'EX_cpd00280_e': 0.9016601964555973, 'EX_cpd00108_e': 0.9016601964555973, 'EX_cpd00159_e': 0.9016601964740407, 'EX_cpd00540_e': 0.9016601964555973, 'EX_cpd11597_e': 0.9016601964555973, 'EX_cpd08305_e': 0.9016601964555973, 'EX_cpd00396_e': 0.9016601964555973, 'EX_cpd00039_e': 0.9016601964555973, 'EX_cpd00011_e': 0.9016601964555973, 'EX_cpd00322_e': 0.901660196462929, 'EX_cpd00111_e': 0.9016601964555973, 'EX_cpd00028_e': 0.9016601964555973, 'EX_cpd00066_e': 0.9016601964588297, 'EX_cpd01188_e': 0.9016601964555973, 'EX_cpd00357_e': 2.696621794872542, 'EX_cpd00136_e': 0.9016601964555973, 'EX_cpd03847_e': 0.9016601964555973, 'EX_cpd01080_e': 0.9016601964555973, 'EX_cpd03422_e': 0.9016601964555973, 'EX_cpd00010_e': 0.9016601964555973, 'EX_cpd00264_e': 0.9016601964555973, 'EX_cpd11606_e': 0.9016601964555973, 'EX_cpd00069_e': 0.9016601964555973, 'EX_cpd00060_e': 0.9016601964555973, 'EX_cpd00305_e': 0.9016601964555973}"
B. vulgatus_gapfilled_48,"{'EX_cpd00635_e': 0.46268696390091424, 'EX_cpd00023_e': 0.46268696389553804, 'EX_cpd00224_e': 0.46268696389797054, 'EX_cpd11595_e': 0.46268696390091424, 'EX_cpd01217_e': 0.46268696389797054, 'EX_cpd00027_e': 0.46268696388623637, 'EX_cpd01171_e': 0.46268696390091424, 'EX_cpd00154_e': 0.46268696390091424, 'EX_cpd08306_e': 0.46268696390091424, 'EX_cpd00164_e': 0.46268696390091424, 'EX_cpd00309_e': 0.46268696390091424, 'EX_cpd00280_e': 0.46268696390091424, 'EX_cpd00108_e': 0.46268696390091424, 'EX_cpd00159_e': 0.46268696389797054, 'EX_cpd00540_e': 0.46268696390091424, 'EX_cpd11597_e': 0.46268696390091424, 'EX_cpd08305_e': 0.46268696390091424, 'EX_cpd00396_e': 0.46268696390091424, 'EX_cpd00039_e': 0.46268696390091424, 'EX_cpd00011_e': 0.46268696390091424, 'EX_cpd00322_e': 0.9016601964504097, 'EX_cpd00111_e': 0.4626869639005442, 'EX_cpd00028_e': 0.46268696390091424, 'EX_cpd00066_e': 0.4626869639005442, 'EX_cpd01188_e': 0.46268696390091424, 'EX_cpd00357_e': 0.462686963897934, 'EX_cpd00136_e': 0.46268696390091424, 'EX_cpd03847_e': 0.4626869639005442, 'EX_cpd01080_e': 0.4626869639005442, 'EX_cpd03422_e': 0.4626869639005442, 'EX_cpd00010_e': 0.46268696390091424, 'EX_cpd00264_e': 0.4626869639028687, 'EX_cpd11606_e': 0.4626869639028687, 'EX_cpd00069_e': 0.46268696390091424, 'EX_cpd00060_e': 0.4626869639048612, 'EX_cpd00305_e': 0.4626869639028687}"
B. vulgatus_gapfilled_49,"{'EX_cpd00635_e': 0.9016601964507099, 'EX_cpd00023_e': 0.9016601964506956, 'EX_cpd00224_e': 0.9016601964506956, 'EX_cpd11595_e': 0.9016601964507099, 'EX_cpd01217_e': 0.9016601964491737, 'EX_cpd00027_e': 0.9016601964507099, 'EX_cpd01171_e': 0.9016601964507099, 'EX_cpd00154_e': 0.9016601964507099, 'EX_cpd08306_e': 0.9016601964507099, 'EX_cpd00164_e': 0.9016601964507099, 'EX_cpd00309_e': 0.9016601964507099, 'EX_cpd00280_e': 0.9016601964507099, 'EX_cpd00108_e': 0.9016601964507099, 'EX_cpd00159_e': 0.9016601964513506, 'EX_cpd00540_e': 0.9016601964507099, 'EX_cpd11597_e': 0.9016601964507099, 'EX_cpd08305_e': 0.9016601964507099, 'EX_cpd00396_e': 0.9016601964507099, 'EX_cpd00039_e': 0.9016601964507099, 'EX_cpd00011_e': 0.9016601964507099, 'EX_cpd00322_e': 0.9016601964507099, 'EX_cpd00111_e': 0.9016601964507099, 'EX_cpd00028_e': 0.9016601964507099, 'EX_cpd00066_e': 0.9016601964507099, 'EX_cpd01188_e': 0.9016601964507099, 'EX_cpd00357_e': 1.188313348246168, 'EX_cpd00136_e': 0.9016601964507099, 'EX_cpd03847_e': 0.9016601964507099, 'EX_cpd01080_e': 0.9016601964507099, 'EX_cpd03422_e': 0.9016601964507099, 'EX_cpd00010_e': 0.9016601964507099, 'EX_cpd00264_e': 0.9016601964507099, 'EX_cpd11606_e': 0.9016601964507099, 'EX_cpd00069_e': 0.9016601964507099, 'EX_cpd00060_e': 0.9016601964507099, 'EX_cpd00305_e': 0.9016601964507099}"
B. vulgatus_gapfilled_5,"{'EX_cpd00635_e': 0.11128615819209077, 'EX_cpd00023_e': 0.11128615819231392, 'EX_cpd00224_e': 0.11128615819209234, 'EX_cpd11595_e': 0.11128615819209077, 'EX_cpd01217_e': 0.11128615758465782, 'EX_cpd00027_e': 0.11128615819209077, 'EX_cpd01171_e': 0.11128615819209077, 'EX_cpd00154_e': 0.11128615819209077, 'EX_cpd08306_e': 0.11128615819209077, 'EX_cpd00164_e': 0.11128615819209077, 'EX_cpd00309_e': 0.11128615819209077, 'EX_cpd00280_e': 0.11128615819209077, 'EX_cpd00108_e': 0.11128615819209077, 'EX_cpd00159_e': 0.11128616691540082, 'EX_cpd00540_e': 0.11128615819209077, 'EX_cpd11597_e': 0.11128615819209077, 'EX_cpd08305_e': 0.11128615819209077, 'EX_cpd00396_e': 0.11128615819209077, 'EX_cpd00039_e': 0.11128615819209077, 'EX_cpd00011_e': 0.11128615819209077, 'EX_cpd00322_e': 0.1112861581913473, 'EX_cpd00111_e': 0.11128615819150829, 'EX_cpd00028_e': 0.11128615819209077, 'EX_cpd00066_e': 0.11128615819150829, 'EX_cpd01188_e': 0.11128615819209077, 'EX_cpd00357_e': 0.11128616691540082, 'EX_cpd00136_e': 0.11128615819209077, 'EX_cpd03847_e': 0.9016601964489104, 'EX_cpd01080_e': 0.11128615819150829, 'EX_cpd03422_e': 0.11128615819209077, 'EX_cpd00010_e': 0.11128615819209077, 'EX_cpd00264_e': 0.11128615819150829, 'EX_cpd11606_e': 0.11128615819201482, 'EX_cpd00069_e': 0.11128615819209077, 'EX_cpd00060_e': 0.11128615819209077, 'EX_cpd00305_e': 0.11128615819150829}"
B. vulgatus_gapfilled_50,"{'EX_cpd00635_e': 0.9016601964506218, 'EX_cpd00023_e': 0.9016601964483072, 'EX_cpd00224_e': 0.9016601964483072, 'EX_cpd11595_e': 0.9016601964506218, 'EX_cpd01217_e': 0.9016601964547428, 'EX_cpd00027_e': 0.9016601964503762, 'EX_cpd01171_e': 0.9016601964505185, 'EX_cpd00154_e': 0.9016601964506219, 'EX_cpd08306_e': 0.9016601964506219, 'EX_cpd00164_e': 0.9016601964506219, 'EX_cpd00309_e': 0.9016601964506219, 'EX_cpd00280_e': 0.9016601964506219, 'EX_cpd00108_e': 0.9016601964506219, 'EX_cpd00159_e': 0.9016601964504947, 'EX_cpd00540_e': 0.9016601964506219, 'EX_cpd11597_e': 0.9016601964506219, 'EX_cpd08305_e': 0.9016601964506219, 'EX_cpd00396_e': 0.9016601964506219, 'EX_cpd00039_e': 0.9016601964506219, 'EX_cpd00011_e': 0.9016601964506219, 'EX_cpd00322_e': 0.9016601964506219, 'EX_cpd00111_e': 0.9016601964506219, 'EX_cpd00028_e': 0.9016601964506219, 'EX_cpd00066_e': 0.9016601964506219, 'EX_cpd01188_e': 0.9016601964506219, 'EX_cpd00357_e': 2.6966217948713553, 'EX_cpd00136_e': 0.9016601964506219, 'EX_cpd03847_e': 0.9016601964506219, 'EX_cpd01080_e': 0.9016601964506219, 'EX_cpd03422_e': 0.9016601964506219, 'EX_cpd00010_e': 0.9016601964506219, 'EX_cpd00264_e': 0.9016601964506447, 'EX_cpd11606_e': 0.9016601964506219, 'EX_cpd00069_e': 0.9016601964506219, 'EX_cpd00060_e': 0.9016601964506219, 'EX_cpd00305_e': 0.9016601964510789}"
B. vulgatus_gapfilled_51,"{'EX_cpd00635_e': 0.6536739717401135, 'EX_cpd00023_e': 0.6536739717431407, 'EX_cpd00224_e': 0.6536739717400639, 'EX_cpd11595_e': 0.6536739717401135, 'EX_cpd01217_e': 0.6536739717400666, 'EX_cpd00027_e': 0.6536739717401135, 'EX_cpd01171_e': 0.6536739717401135, 'EX_cpd00154_e': 0.6536739717399651, 'EX_cpd08306_e': 0.6536739717401135, 'EX_cpd00164_e': 0.6536739717401135, 'EX_cpd00309_e': 0.6536739717401135, 'EX_cpd00280_e': 0.6536739717401135, 'EX_cpd00108_e': 0.6536739717401135, 'EX_cpd00159_e': 0.6536739717400774, 'EX_cpd00540_e': 0.6536739717401135, 'EX_cpd11597_e': 0.6536739717401135, 'EX_cpd08305_e': 0.6536739717401135, 'EX_cpd00396_e': 0.6536739717401135, 'EX_cpd00039_e': 0.6536739717401135, 'EX_cpd00011_e': 0.6536739717401135, 'EX_cpd00322_e': 0.7725095156019951, 'EX_cpd00111_e': 0.6536739717401135, 'EX_cpd00028_e': 0.6536739717401135, 'EX_cpd00066_e': 0.6536739717401135, 'EX_cpd01188_e': 0.6536739717401135, 'EX_cpd00357_e': 0.6536739717434987, 'EX_cpd00136_e': 0.6536739717401135, 'EX_cpd03847_e': 0.6536739717401135, 'EX_cpd01080_e': 0.6536739717401135, 'EX_cpd03422_e': 0.6536739717401135, 'EX_cpd00010_e': 0.6536739717401135, 'EX_cpd00264_e': 0.653673971740096, 'EX_cpd11606_e': 0.653673971740096, 'EX_cpd00069_e': 0.6536739717401135, 'EX_cpd00060_e': 0.6536739717401135, 'EX_cpd00305_e': 0.6536739717379237}"
B. vulgatus_gapfilled_52,"{'EX_cpd00635_e': 0.3995519428810793, 'EX_cpd00023_e': 0.3995519428970442, 'EX_cpd00224_e': 0.3995519428970442, 'EX_cpd11595_e': 0.3995519428810793, 'EX_cpd01217_e': 0.3995519428849782, 'EX_cpd00027_e': 0.3995519428821201, 'EX_cpd01171_e': 0.3995519428810793, 'EX_cpd00154_e': 0.3995519428772234, 'EX_cpd08306_e': 0.3995519428810793, 'EX_cpd00164_e': 0.3995519428810793, 'EX_cpd00309_e': 0.39955194288797213, 'EX_cpd00280_e': 0.39955194288461104, 'EX_cpd00108_e': 0.39955194288461104, 'EX_cpd00159_e': 0.39955194288623963, 'EX_cpd00540_e': 0.39955194288461104, 'EX_cpd11597_e': 0.39955194288461104, 'EX_cpd08305_e': 0.39955194288461104, 'EX_cpd00396_e': 0.39955194288461104, 'EX_cpd00039_e': 0.39955194288461104, 'EX_cpd00011_e': 0.39955194288461104, 'EX_cpd00322_e': 0.9016601964504943, 'EX_cpd00111_e': 0.39955194288461104, 'EX_cpd00028_e': 0.39955194288461104, 'EX_cpd00066_e': 0.39955194288461104, 'EX_cpd01188_e': 0.39955194288461104, 'EX_cpd00357_e': 0.39955194288523066, 'EX_cpd00136_e': 0.39955194288461104, 'EX_cpd03847_e': 0.39955194288461104, 'EX_cpd01080_e': 0.39955194288461104, 'EX_cpd03422_e': 0.39955194288461104, 'EX_cpd00010_e': 0.39955194288461104, 'EX_cpd00264_e': 0.3995519428858422, 'EX_cpd11606_e': 0.3995519428858422, 'EX_cpd00069_e': 0.39955194288461104, 'EX_cpd00060_e': 0.39955194288461104, 'EX_cpd00305_e': 0.3995519428858422}"
B. vulgatus_gapfilled_53,"{'EX_cpd00635_e': 0.9016601964437845, 'EX_cpd00023_e': 0.9016601964504943, 'EX_cpd00224_e': 0.9016601964502633, 'EX_cpd11595_e': 0.9016601964437845, 'EX_cpd01217_e': 0.9016601964461756, 'EX_cpd00027_e': 0.9016601965121414, 'EX_cpd01171_e': 0.9016601964437845, 'EX_cpd00154_e': 0.9016601965121414, 'EX_cpd08306_e': 0.9016601964521139, 'EX_cpd00164_e': 0.9016601964521139, 'EX_cpd00309_e': 0.9016601964521139, 'EX_cpd00280_e': 0.9016601964521139, 'EX_cpd00108_e': 0.9016601964521139, 'EX_cpd00159_e': 0.9016601964381475, 'EX_cpd00540_e': 0.9016601964521139, 'EX_cpd11597_e': 0.9016601964521139, 'EX_cpd08305_e': 0.9016601964521139, 'EX_cpd00396_e': 0.9016601964521139, 'EX_cpd00039_e': 0.9016601964521139, 'EX_cpd00011_e': 0.9016601964521139, 'EX_cpd00322_e': 0.9016601964482768, 'EX_cpd00111_e': 0.9016601964521139, 'EX_cpd00028_e': 0.9016601964521139, 'EX_cpd00066_e': 0.9016601964521139, 'EX_cpd01188_e': 0.9016601964521139, 'EX_cpd00357_e': 1.1883133482457249, 'EX_cpd00136_e': 0.9016601964521139, 'EX_cpd03847_e': 0.9016601964521139, 'EX_cpd01080_e': 0.9016601964521139, 'EX_cpd03422_e': 0.9016601964521139, 'EX_cpd00010_e': 0.9016601964521139, 'EX_cpd00264_e': 0.9016601964974652, 'EX_cpd11606_e': 0.9016601964974652, 'EX_cpd00069_e': 0.9016601964521139, 'EX_cpd00060_e': 0.9016601964521139, 'EX_cpd00305_e': 0.9016601964974652}"
B. vulgatus_gapfilled_54,"{'EX_cpd00635_e': 0.9249859409543446, 'EX_cpd00023_e': 0.9249859409396126, 'EX_cpd00224_e': 0.9249859409739719, 'EX_cpd11595_e': 0.9249859409543446, 'EX_cpd01217_e': 0.9249859409556799, 'EX_cpd00027_e': 0.9249859409550883, 'EX_cpd01171_e': 0.9249859409543446, 'EX_cpd00154_e': 0.9249859409566226, 'EX_cpd08306_e': 0.9249859409543446, 'EX_cpd00164_e': 0.9249859409543446, 'EX_cpd00309_e': 0.9249859410488579, 'EX_cpd00280_e': 0.9249859410489756, 'EX_cpd00108_e': 0.9249859410489756, 'EX_cpd00159_e': 0.9249859409740131, 'EX_cpd00540_e': 0.9249859410489756, 'EX_cpd11597_e': 0.9249859410489756, 'EX_cpd08305_e': 0.9249859410489756, 'EX_cpd00396_e': 0.9249859410489756, 'EX_cpd00039_e': 0.9249859410489756, 'EX_cpd00011_e': 0.9249859410489756, 'EX_cpd00322_e': 1.1883133482456005, 'EX_cpd00111_e': 0.9249859410489756, 'EX_cpd00028_e': 0.9249859410489756, 'EX_cpd00066_e': 0.9249859410489756, 'EX_cpd01188_e': 0.9249859410489756, 'EX_cpd00357_e': 0.9249859410149898, 'EX_cpd00136_e': 0.9249859410489756, 'EX_cpd03847_e': 0.9249859410489756, 'EX_cpd01080_e': 0.9249859410489756, 'EX_cpd03422_e': 0.9249859410489756, 'EX_cpd00010_e': 0.9249859410489756, 'EX_cpd00264_e': 0.9249859410746502, 'EX_cpd11606_e': 0.9249859410746502, 'EX_cpd00069_e': 0.9249859410489756, 'EX_cpd00060_e': 0.9249859410489756, 'EX_cpd00305_e': 0.9249859410746502}"
B. vulgatus_gapfilled_55,"{'EX_cpd00635_e': 0.1960454301076329, 'EX_cpd00023_e': 0.19604543010906475, 'EX_cpd00224_e': 0.19604543011087816, 'EX_cpd11595_e': 0.1960454301076329, 'EX_cpd01217_e': 0.19604543008462183, 'EX_cpd00027_e': 0.19604543010759415, 'EX_cpd01171_e': 0.1960454301075274, 'EX_cpd00154_e': 0.1960454301075274, 'EX_cpd08306_e': 0.1960454301075274, 'EX_cpd00164_e': 0.1960454301075274, 'EX_cpd00309_e': 0.1960454301075274, 'EX_cpd00280_e': 0.1960454301075274, 'EX_cpd00108_e': 0.1960454301075274, 'EX_cpd00159_e': 0.19604543012296405, 'EX_cpd00540_e': 0.1960454301075274, 'EX_cpd11597_e': 0.1960454301075274, 'EX_cpd08305_e': 0.1960454301075274, 'EX_cpd00396_e': 0.1960454301075274, 'EX_cpd00039_e': 0.1960454301075274, 'EX_cpd00011_e': 0.1960454301075274, 'EX_cpd00322_e': 0.1960454301076984, 'EX_cpd00111_e': 0.1960454301075274, 'EX_cpd00028_e': 0.1960454301075274, 'EX_cpd00066_e': 0.1960454301075274, 'EX_cpd01188_e': 0.1960454301075274, 'EX_cpd00357_e': 0.19604543012296405, 'EX_cpd00136_e': 0.1960454301075274, 'EX_cpd03847_e': 0.1960454301075274, 'EX_cpd01080_e': 0.4183878883826235, 'EX_cpd03422_e': 0.1960454301075274, 'EX_cpd00010_e': 0.1960454301075274, 'EX_cpd00264_e': 0.1960454301076984, 'EX_cpd11606_e': 0.1960454301076984, 'EX_cpd00069_e': 0.1960454301075274, 'EX_cpd00060_e': 0.1960454301075274, 'EX_cpd00305_e': 0.1960454301076984}"
B. vulgatus_gapfilled_56,"{'EX_cpd00635_e': 0.11487771693763946, 'EX_cpd00023_e': 0.11487771693776268, 'EX_cpd00224_e': 0.11487771693767175, 'EX_cpd11595_e': 0.11487771693763946, 'EX_cpd01217_e': 0.11487771693776506, 'EX_cpd00027_e': 0.11487771693763946, 'EX_cpd01171_e': 0.11487771693763946, 'EX_cpd00154_e': 0.11487771693763946, 'EX_cpd08306_e': 0.11487771693763946, 'EX_cpd00164_e': 0.11487771693763946, 'EX_cpd00309_e': 0.11487771693763946, 'EX_cpd00280_e': 0.11487771693763946, 'EX_cpd00108_e': 0.11487771693763946, 'EX_cpd00159_e': 0.1148777169381407, 'EX_cpd00540_e': 0.11487771693763946, 'EX_cpd11597_e': 0.11487771693763946, 'EX_cpd08305_e': 0.11487771693763946, 'EX_cpd00396_e': 0.11487771693763946, 'EX_cpd00039_e': 0.11487771693763946, 'EX_cpd00011_e': 0.11487771693763946, 'EX_cpd00322_e': 0.11487771693762375, 'EX_cpd00111_e': 0.11487771693762375, 'EX_cpd00028_e': 0.11487771693763946, 'EX_cpd00066_e': 0.11487771693762375, 'EX_cpd01188_e': 0.11487771693763946, 'EX_cpd00357_e': 0.11487771693721717, 'EX_cpd00136_e': 0.11487771693763946, 'EX_cpd03847_e': 2.6966217948708677, 'EX_cpd01080_e': 0.11487771693762375, 'EX_cpd03422_e': 0.11487771693763946, 'EX_cpd00010_e': 0.11487771693763946, 'EX_cpd00264_e': 0.11487771693762375, 'EX_cpd11606_e': 0.11487771693762375, 'EX_cpd00069_e': 0.11487771693763946, 'EX_cpd00060_e': 0.11487771693763946, 'EX_cpd00305_e': 0.11487771693762375}"
B. vulgatus_gapfilled_57,"{'EX_cpd00635_e': 0.11241077638252912, 'EX_cpd00023_e': 0.11241077638401721, 'EX_cpd00224_e': 0.11241077638370323, 'EX_cpd11595_e': 0.11241077638252912, 'EX_cpd01217_e': 0.11241077638371638, 'EX_cpd00027_e': 0.11241077638268603, 'EX_cpd01171_e': 0.11241077638252912, 'EX_cpd00154_e': 0.1124107763839657, 'EX_cpd08306_e': 0.1124107763839217, 'EX_cpd00164_e': 0.1124107763839217, 'EX_cpd00309_e': 0.1124107763839217, 'EX_cpd00280_e': 0.1124107763839217, 'EX_cpd00108_e': 0.1124107763839217, 'EX_cpd00159_e': 0.11241077638282047, 'EX_cpd00540_e': 0.1124107763839217, 'EX_cpd11597_e': 0.1124107763839217, 'EX_cpd08305_e': 0.1124107763839217, 'EX_cpd00396_e': 0.1124107763839217, 'EX_cpd00039_e': 0.1124107763839217, 'EX_cpd00011_e': 0.1124107763839217, 'EX_cpd00322_e': 0.11241077638331815, 'EX_cpd00111_e': 0.11241077638331906, 'EX_cpd00028_e': 0.1124107763839217, 'EX_cpd00066_e': 0.11241077638331906, 'EX_cpd01188_e': 0.1124107763839217, 'EX_cpd00357_e': 0.11241077638282047, 'EX_cpd00136_e': 0.1124107763839217, 'EX_cpd03847_e': 0.4626869639018025, 'EX_cpd01080_e': 0.11241077638331906, 'EX_cpd03422_e': 0.1124107763839217, 'EX_cpd00010_e': 0.1124107763839217, 'EX_cpd00264_e': 0.11241077638331906, 'EX_cpd11606_e': 0.11241077638331906, 'EX_cpd00069_e': 0.1124107763839217, 'EX_cpd00060_e': 0.1124107763839217, 'EX_cpd00305_e': 0.11241077638331906}"
B. vulgatus_gapfilled_58,"{'EX_cpd00635_e': 0.9016601964504947, 'EX_cpd00023_e': 0.9016601964505105, 'EX_cpd00224_e': 0.9016601964505105, 'EX_cpd11595_e': 0.9016601964504947, 'EX_cpd01217_e': 0.9016601964505105, 'EX_cpd00027_e': 0.9016601964504947, 'EX_cpd01171_e': 0.9016601964504947, 'EX_cpd00154_e': 0.9016601964504947, 'EX_cpd08306_e': 0.9016601964504947, 'EX_cpd00164_e': 0.9016601964504947, 'EX_cpd00309_e': 0.9016601964504947, 'EX_cpd00280_e': 0.9016601964504947, 'EX_cpd00108_e': 0.9016601964504947, 'EX_cpd00159_e': 0.9016601964505105, 'EX_cpd00540_e': 0.9016601964504947, 'EX_cpd11597_e': 0.9016601964504947, 'EX_cpd08305_e': 0.9016601964504947, 'EX_cpd00396_e': 0.9016601964504947, 'EX_cpd00039_e': 0.9016601964504947, 'EX_cpd00011_e': 0.9016601964504947, 'EX_cpd00322_e': 0.9016601964504947, 'EX_cpd00111_e': 0.9016601964504947, 'EX_cpd00028_e': 0.9016601964504947, 'EX_cpd00066_e': 0.9016601964504947, 'EX_cpd01188_e': 0.9016601964504947, 'EX_cpd00357_e': 2.6966217948718305, 'EX_cpd00136_e': 0.9016601964504947, 'EX_cpd03847_e': 0.9016601964504947, 'EX_cpd01080_e': 0.9016601964504947, 'EX_cpd03422_e': 0.9016601964504947, 'EX_cpd00010_e': 0.9016601964504947, 'EX_cpd00264_e': 0.9016601964504947, 'EX_cpd11606_e': 0.9016601964504947, 'EX_cpd00069_e': 0.9016601964504947, 'EX_cpd00060_e': 0.9016601964504947, 'EX_cpd00305_e': 0.9016601964504947}"
B. vulgatus_gapfilled_59,"{'EX_cpd00635_e': 1.1883133482466046, 'EX_cpd00023_e': 1.188313348245614, 'EX_cpd00224_e': 1.1883133482456136, 'EX_cpd11595_e': 1.1883133482466046, 'EX_cpd01217_e': 1.1883133482456134, 'EX_cpd00027_e': 1.1883133482528752, 'EX_cpd01171_e': 1.1883133482272776, 'EX_cpd00154_e': 1.1883133482272776, 'EX_cpd08306_e': 1.1883133482272776, 'EX_cpd00164_e': 1.1883133482272776, 'EX_cpd00309_e': 1.1883133482466046, 'EX_cpd00280_e': 1.1883133482466046, 'EX_cpd00108_e': 1.1883133482466046, 'EX_cpd00159_e': 1.188313348243082, 'EX_cpd00540_e': 1.1883133482466046, 'EX_cpd11597_e': 1.1883133482466046, 'EX_cpd08305_e': 1.1883133482466046, 'EX_cpd00396_e': 1.1883133482466046, 'EX_cpd00039_e': 1.1883133482466046, 'EX_cpd00011_e': 1.1883133482445438, 'EX_cpd00322_e': 1.1883133482466046, 'EX_cpd00111_e': 1.1883133482461539, 'EX_cpd00028_e': 1.1883133482461539, 'EX_cpd00066_e': 1.1883133482461539, 'EX_cpd01188_e': 2.696621794869643, 'EX_cpd00357_e': 1.1883133482453765, 'EX_cpd00136_e': 1.1883133482461539, 'EX_cpd03847_e': 1.1883133482461539, 'EX_cpd01080_e': 1.1883133482461539, 'EX_cpd03422_e': 1.1883133482461539, 'EX_cpd00010_e': 1.1883133482461539, 'EX_cpd00264_e': 1.1883133482466046, 'EX_cpd11606_e': 1.1883133482466046, 'EX_cpd00069_e': 1.1883133482461539, 'EX_cpd00060_e': 1.1883133482461539, 'EX_cpd00305_e': 1.1883133482466046}"
B. vulgatus_gapfilled_6,"{'EX_cpd00635_e': 0.9016601964504947, 'EX_cpd00023_e': 0.9016601964508265, 'EX_cpd00224_e': 0.9016601964510997, 'EX_cpd11595_e': 0.9016601964504947, 'EX_cpd01217_e': 0.9016601964566165, 'EX_cpd00027_e': 0.9016601964504947, 'EX_cpd01171_e': 0.9016601964504947, 'EX_cpd00154_e': 0.9016601964504947, 'EX_cpd08306_e': 0.9016601964504947, 'EX_cpd00164_e': 0.9016601964504947, 'EX_cpd00309_e': 0.9016601964504947, 'EX_cpd00280_e': 0.9016601964504947, 'EX_cpd00108_e': 0.9016601964504947, 'EX_cpd00159_e': 0.9016601964480566, 'EX_cpd00540_e': 0.9016601964504947, 'EX_cpd11597_e': 0.9016601964504947, 'EX_cpd08305_e': 0.9016601964504947, 'EX_cpd00396_e': 0.9016601964504947, 'EX_cpd00039_e': 0.9016601964504947, 'EX_cpd00011_e': 0.9016601964504947, 'EX_cpd00322_e': 0.9016601964504947, 'EX_cpd00111_e': 0.9016601964504947, 'EX_cpd00028_e': 0.9016601964504947, 'EX_cpd00066_e': 0.9016601964504947, 'EX_cpd01188_e': 0.9016601964504947, 'EX_cpd00357_e': 1.024896009861046, 'EX_cpd00136_e': 0.9016601964504947, 'EX_cpd03847_e': 0.9016601964504947, 'EX_cpd01080_e': 0.9016601964504947, 'EX_cpd03422_e': 0.9016601964504947, 'EX_cpd00010_e': 0.9016601964504947, 'EX_cpd00264_e': 0.9016601964504947, 'EX_cpd11606_e': 0.9016601964504947, 'EX_cpd00069_e': 0.9016601964504947, 'EX_cpd00060_e': 0.9016601964504947, 'EX_cpd00305_e': 0.9016601964504947}"
B. vulgatus_gapfilled_60,"{'EX_cpd00635_e': 0.4311086528229617, 'EX_cpd00023_e': 0.4311086527650014, 'EX_cpd00224_e': 0.43110865283000793, 'EX_cpd11595_e': 0.4311086528229617, 'EX_cpd01217_e': 0.43110865282642497, 'EX_cpd00027_e': 0.4311086528229617, 'EX_cpd01171_e': 0.4311086528229617, 'EX_cpd00154_e': 0.43110865282466737, 'EX_cpd08306_e': 0.4311086528229617, 'EX_cpd00164_e': 0.4311086528229617, 'EX_cpd00309_e': 0.4311086528229617, 'EX_cpd00280_e': 0.4311086528229617, 'EX_cpd00108_e': 0.4311086528229617, 'EX_cpd00159_e': 0.4311086527952762, 'EX_cpd00540_e': 0.4311086528229617, 'EX_cpd11597_e': 0.4311086528229617, 'EX_cpd08305_e': 0.4311086528229617, 'EX_cpd00396_e': 0.4311086528229617, 'EX_cpd00039_e': 0.4311086528229617, 'EX_cpd00011_e': 0.43110865282331223, 'EX_cpd00322_e': 0.43110865283798544, 'EX_cpd00111_e': 0.4311086528389478, 'EX_cpd00028_e': 0.4311086528389478, 'EX_cpd00066_e': 0.4311086528389478, 'EX_cpd01188_e': 0.4311086528389478, 'EX_cpd00357_e': 0.43110865269383486, 'EX_cpd00136_e': 0.4311086528389478, 'EX_cpd03847_e': 0.4311086528389478, 'EX_cpd01080_e': 0.44665878396144715, 'EX_cpd03422_e': 0.4311086528389478, 'EX_cpd00010_e': 0.4311086528389478, 'EX_cpd00264_e': 0.4311086528380571, 'EX_cpd11606_e': 0.4311086528380571, 'EX_cpd00069_e': 0.4311086528389478, 'EX_cpd00060_e': 0.4311086528389478, 'EX_cpd00305_e': 0.4311086528380571}"
